ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus
AMTPA677-15	Insecta	1	Hymenoptera	0.956699	Ichneumonidae	0.816611	Phygadeuontinae	0.328362	Theroscopus	0.086863
AMTPA861-15	unk	0.682383	unk	0.682383	unk	0.682383	unk	0.682383	unk	0.682383
AMTPB005-15	Insecta	1	Hymenoptera	0.930692	Ichneumonidae	0.721515	Orthocentrinae	0.206169	Aperileptus	0.054131
AMTPB017-15	Insecta	1	Hymenoptera	0.999999	Ichneumonidae	0.999998	Ichneumoninae	0.995157	Homotherus	0.991471
AMTPB045-15	Insecta	0.999989	unk	0.501416	unk	0.501416	unk	0.501416	unk	0.501416
AMTPB1265-15	unk	0.913106	unk	0.913106	unk	0.913106	unk	0.913106	unk	0.913106
AMTPB1389-15	Insecta	1	Hymenoptera	0.998375	Ichneumonidae	0.995891	Phygadeuontinae	0.955064	Aclastus	0.914431
AMTPB1422-15	unk	1	unk	1	unk	1	unk	1	unk	1
AMTPB1674-15	Insecta	0.999979	unk	0.532742	unk	0.532742	unk	0.532742	unk	0.532742
AMTPB1733-15	Insecta	1	Hymenoptera	0.999978	Ichneumonidae	0.999966	Orthocentrinae	0.993973	Stenomacrus	0.991013
AMTPB1789-15	Insecta	1	Hymenoptera	0.998718	Ichneumonidae	0.996956	Campopleginae	0.891858	Campoletis	0.802337
AMTPB1804-15	Insecta	1	Hymenoptera	0.999941	Tenthredinidae	0.999914	Allantinae	0.990822	Ametastegia	0.989897
AMTPB1910-15	Insecta	0.999993	Hymenoptera	0.864199	unk	0.804323	unk	0.804323	unk	0.804323
AMTPB1989-15	Insecta	0.998628	unk	0.605671	unk	0.605671	unk	0.605671	unk	0.605671
AMTPB2066-15	Insecta	1	Hymenoptera	0.999979	Dryinidae	0.999966	Anteoninae	0.999938	Anteon	0.999841
AMTPB2170-15	Insecta	1	Hymenoptera	0.999969	Eulophidae	0.999935	Eulophinae	0.997786	Pnigalio	0.996019
AMTPB274-15	Insecta	1	Hymenoptera	0.991441	Braconidae	0.96518	Alysiinae	0.583841	Chorebus	0.527038
AMTPB755-15	Insecta	1	Hymenoptera	0.968315	Ichneumonidae	0.882426	Campopleginae	0.398037	Olesicampe	0.091479
AMTPB768-15	unk	0.686468	unk	0.686468	unk	0.686468	unk	0.686468	unk	0.686468
AMTPC001-15	Insecta	1	Lepidoptera	0.999855	Noctuidae	0.993861	Noctuinae	0.892046	Polia	0.628658
AMTPC002-15	Insecta	1	Lepidoptera	0.99985	Noctuidae	0.993634	Noctuinae	0.890705	Polia	0.627306
AMTPC003-15	Insecta	1	Lepidoptera	0.999855	Noctuidae	0.993861	Noctuinae	0.892046	Polia	0.628658
AMTPC014-15	Insecta	1	Lepidoptera	0.999883	Noctuidae	0.990898	Noctuinae	0.895206	Hadena	0.595118
AMTPC015-15	Insecta	1	Lepidoptera	0.999877	Noctuidae	0.990649	Noctuinae	0.893938	Hadena	0.585226
AMTPC035-15	Insecta	1	Lepidoptera	0.999853	Geometridae	0.996897	Larentiinae	0.975936	Entephria	0.948326
AMTPC036-15	Insecta	1	Lepidoptera	0.999818	Noctuidae	0.995606	Noctuinae	0.911598	Sideridis	0.702807
AMTPC037-15	Insecta	1	Lepidoptera	0.999895	Sphingidae	0.997342	Smerinthinae	0.99255	Laothoe	0.991141
AMTPC038-15	Insecta	1	Lepidoptera	0.999829	Sesiidae	0.99939	Sesiinae	0.999208	Synanthedon	0.997929
AMTPC039-15	Insecta	1	Lepidoptera	0.999932	Lasiocampidae	0.998483	Lasiocampinae	0.996921	Lasiocampa	0.996044
AMTPC040-15	Insecta	1	Lepidoptera	0.999946	Sphingidae	0.999231	Macroglossinae	0.997354	Hemaris	0.996619
AMTPC044-15	Insecta	1	Lepidoptera	0.999908	Pieridae	0.998876	Pierinae	0.99366	Pieris	0.992863
AMTPC053-15	Insecta	1	Lepidoptera	0.999933	Noctuidae	0.996315	Cuculliinae	0.944966	Cucullia	0.944853
AMTPC064-15	Insecta	1	Lepidoptera	0.999886	Crambidae	0.99812	Pyraustinae	0.987549	Anania	0.979102
AMTPC066-15	Insecta	1	Lepidoptera	0.999798	Crambidae	0.997038	Spilomelinae	0.974001	Udea	0.971987
AMTPC074-15	Insecta	1	Lepidoptera	0.999838	Crambidae	0.995829	Pyraustinae	0.97206	Anania	0.953371
AMTPC075-15	Insecta	1	Lepidoptera	0.999909	Geometridae	0.99813	Larentiinae	0.989143	Triphosa	0.974196
AMTPC078-15	Insecta	1	Lepidoptera	0.981209	Geometridae	0.318418	Larentiinae	0.195333	Cosmorhoe	0.02143
AMTPC080-15	Insecta	1	Lepidoptera	0.999859	Noctuidae	0.995186	Noctuinae	0.939718	Antitype	0.761234
AMTPC082-15	Insecta	1	Lepidoptera	0.999173	Noctuidae	0.954291	Noctuinae	0.628497	Anarta	0.14836
AMTPC086-15	Insecta	1	Lepidoptera	0.99888	Geometridae	0.977941	Larentiinae	0.927755	Colostygia	0.71941600000000006
AMTPC088-15	Insecta	1	Lepidoptera	0.999913	Tortricidae	0.998444	Tortricinae	0.993339	Cnephasia	0.970117
AMTPC089-15	Insecta	1	Lepidoptera	0.989073	Nymphalidae	0.831944	Satyrinae	0.725944	Erebia	0.243594
AMTPC090-15	Insecta	1	Lepidoptera	0.988154	Nymphalidae	0.823166	Satyrinae	0.711769	Erebia	0.237234
AMTPC091-15	Insecta	1	Lepidoptera	0.999863	Noctuidae	0.995439	Noctuinae	0.941427	Antitype	0.768585
AMTPC093-15	Insecta	1	Lepidoptera	0.999962	Geometridae	0.999532	Larentiinae	0.997284	Thera	0.992776
AMTPC101-15	Insecta	1	Lepidoptera	0.999956	Geometridae	0.999257	Larentiinae	0.994504	Perizoma	0.985085
AMTPC105-15	Insecta	1	Lepidoptera	0.999916	Geometridae	0.998607	Larentiinae	0.991606	Hydriomena	0.974092
AMTPC107-15	Insecta	1	Lepidoptera	0.999012	Geometridae	0.982782	Larentiinae	0.941201	Colostygia	0.766014
AMTPC117-15	Insecta	1	Lepidoptera	0.985209	Geometridae	0.476576	Ennominae	0.31515	Psodos	0.079938
AMTPC119-15	Insecta	1	Lepidoptera	0.993815	Geometridae	0.754042	Ennominae	0.573911	Yezognophos	0.225975
AMTPC121-15	Insecta	1	Lepidoptera	0.994066	Geometridae	0.668325	Ennominae	0.470514	Charissa	0.120248
AMTPC123-15	Insecta	1	Lepidoptera	0.999922	Nymphalidae	0.998784	Satyrinae	0.995161	Lasiommata	0.992001
AMTPC125-15	Insecta	1	Lepidoptera	0.999942	Nymphalidae	0.998786	Nymphalinae	0.990256	Aglais	0.978971
AMTPC130-15	Insecta	1	Lepidoptera	0.999764	Hesperiidae	0.996666	Pyrginae	0.989539	Pyrgus	0.989405
AMTPC131-15	Insecta	1	Lepidoptera	0.999759	Hesperiidae	0.997962	Hesperiinae	0.992783	Ochlodes	0.989056
AMTPC142-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999038	Larentiinae	0.993289	Perizoma	0.977998
AMTPC143-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999038	Larentiinae	0.993289	Perizoma	0.977998
AMTPC144-15	Insecta	1	Lepidoptera	0.999934	Geometridae	0.998958	Larentiinae	0.993217	Perizoma	0.976588
AMTPC145-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999038	Larentiinae	0.993289	Perizoma	0.977998
AMTPC147-15	Insecta	1	Lepidoptera	0.999927	Geometridae	0.997687	Larentiinae	0.990412	Chloroclysta	0.971212
AMTPC148-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999038	Larentiinae	0.993289	Perizoma	0.977998
AMTPC155-15	Insecta	1	Lepidoptera	0.999815	Noctuidae	0.995468	Noctuinae	0.911356	Sideridis	0.702601
AMTPC156-15	Insecta	1	Lepidoptera	0.998575	Noctuidae	0.943661	Plusiinae	0.571138	Euchalcia	0.401654
AMTPC158-15	Insecta	1	Lepidoptera	0.994412	Geometridae	0.843098	Larentiinae	0.687932	Colostygia	0.230942
AMTPC159-15	Insecta	1	Lepidoptera	0.991746	Geometridae	0.781161	Larentiinae	0.614457	Colostygia	0.173016
AMTPC162-15	Insecta	1	Lepidoptera	0.999902	Noctuidae	0.994418	Noctuinae	0.905454	Anarta	0.630934
AMTPC163-15	Insecta	1	Lepidoptera	0.999735	Erebidae	0.99209	Boletobiinae	0.947031	Phytometra	0.944016
AMTPC165-15	Insecta	1	Lepidoptera	0.999726	Crambidae	0.989402	Odontiinae	0.946309	Metaxmeste	0.946026
AMTPC166-15	Insecta	1	Lepidoptera	0.991746	Geometridae	0.781161	Larentiinae	0.614457	Colostygia	0.173016
AMTPC172-15	Insecta	1	Lepidoptera	0.999858	Geometridae	0.996673	Larentiinae	0.985314	Triphosa	0.963157
AMTPC173-15	Insecta	1	Lepidoptera	0.992649	Noctuidae	0.630954	Noctuinae	0.173402	Bryophila	0.073627
AMTPC176-15	Insecta	1	Lepidoptera	0.641439	unk	0.387495	unk	0.387495	unk	0.387495
AMTPC177-15	Insecta	1	Lepidoptera	0.913792	Psychidae	0.626997	Psychinae	0.572715	Proutia	0.320323
AMTPC178-15	Insecta	1	Lepidoptera	0.913792	Psychidae	0.626997	Psychinae	0.572715	Proutia	0.320323
AMTPC179-15	Insecta	1	Lepidoptera	0.991746	Geometridae	0.781161	Larentiinae	0.614457	Colostygia	0.173016
AMTPC185-15	Insecta	1	Lepidoptera	0.999876	Crambidae	0.997443	Pyraustinae	0.98505	Anania	0.973251
AMTPC186-15	Insecta	1	Lepidoptera	0.980538	Crambidae	0.518582	Pyraustinae	0.262757	Pyrausta	0.122787
AMTPC188-15	Insecta	1	Lepidoptera	0.999959	Depressariidae	0.999333	Depressariinae	0.998371	Agonopterix	0.997428
AMTPC189-15	Insecta	1	Lepidoptera	0.999876	Noctuidae	0.99401	Noctuinae	0.891454	Papestra	0.55293
AMTPC190-15	Insecta	1	Lepidoptera	0.999917	Crambidae	0.998778	Pyraustinae	0.990506	Pyrausta	0.988016
AMTPC192-15	Insecta	1	Lepidoptera	0.994737	Nymphalidae	0.90217	Satyrinae	0.834661	Erebia	0.571626
AMTPC193-15	Insecta	1	Lepidoptera	0.983422	Nymphalidae	0.74356	Satyrinae	0.63478	Coenonympha	0.464152
AMTPC197-15	Insecta	1	Lepidoptera	0.999051	Noctuidae	0.933195	Noctuinae	0.616961	Hadena	0.134249
AMTPC198-15	Insecta	1	Lepidoptera	0.99909	Noctuidae	0.957603	Noctuinae	0.645821	Anarta	0.159989
AMTPC199-15	Insecta	1	Lepidoptera	0.999815	Noctuidae	0.991872	Noctuinae	0.916337	Apamea	0.469442
AMTPC205-15	Insecta	1	Lepidoptera	0.999815	Noctuidae	0.995468	Noctuinae	0.911356	Sideridis	0.702601
AMTPC206-15	Insecta	1	Lepidoptera	0.999798	Noctuidae	0.995279	Noctuinae	0.909778	Sideridis	0.686518
AMTPC207-15	Insecta	1	Lepidoptera	0.999838	Noctuidae	0.993668	Noctuinae	0.885661	Polia	0.612094
AMTPC212-15	Insecta	1	Lepidoptera	0.993796	Geometridae	0.667309	Ennominae	0.471792	Charissa	0.126189
AMTPC214-15	Insecta	1	Lepidoptera	0.994658	Nymphalidae	0.907087	Satyrinae	0.819103	Erebia	0.449023
AMTPC215-15	Insecta	1	Lepidoptera	0.999855	Noctuidae	0.993861	Noctuinae	0.892046	Polia	0.628658
AMTPC216-15	Insecta	1	Lepidoptera	0.997902	Noctuidae	0.916981	Noctuinae	0.553076	Xestia	0.052881
AMTPC217-15	Insecta	1	Lepidoptera	0.997124	Noctuidae	0.834071	Noctuinae	0.399495	Epipsilia	0.036816
AMTPC218-15	Insecta	1	Lepidoptera	0.99909	Noctuidae	0.957603	Noctuinae	0.645821	Anarta	0.159989
AMTPC219-15	Insecta	1	Lepidoptera	0.997124	Noctuidae	0.834071	Noctuinae	0.399495	Epipsilia	0.036816
AMTPC220-15	Insecta	1	Lepidoptera	0.998817	Lycaenidae	0.955693	Polyommatinae	0.882448	Agriades	0.257825
AMTPC221-15	Insecta	1	Lepidoptera	0.998825	Lycaenidae	0.954962	Polyommatinae	0.878373	Agriades	0.261854
AMTPC223-15	Insecta	1	Lepidoptera	0.998817	Lycaenidae	0.955693	Polyommatinae	0.882448	Agriades	0.257825
AMTPC224-15	Insecta	1	Lepidoptera	0.999829	Cossidae	0.998435	Cossinae	0.998005	Cossus	0.997156
AMTPC225-15	Insecta	1	Lepidoptera	0.9998	Sesiidae	0.999385	Sesiinae	0.999186	Synanthedon	0.997906
AMTPC227-15	Insecta	1	Lepidoptera	0.98349	Nymphalidae	0.669034	Satyrinae	0.518716	Erebia	0.138479
AMTPC228-15	Insecta	1	Lepidoptera	0.993671	Nymphalidae	0.906061	Satyrinae	0.801944	Erebia	0.429064
AMTPC229-15	Insecta	1	Lepidoptera	0.98349	Nymphalidae	0.669034	Satyrinae	0.518716	Erebia	0.138479
AMTPC235-15	Insecta	1	Lepidoptera	0.999735	Erebidae	0.99209	Boletobiinae	0.947031	Phytometra	0.944016
AMTPC237-15	Insecta	1	Lepidoptera	0.999932	Erebidae	0.998249	Hypeninae	0.971128	Hypena	0.970827
AMTPC238-15	Insecta	1	Lepidoptera	0.991796	Nymphalidae	0.633842	Nymphalinae	0.495155	Melitaea	0.407234
AMTPC239-15	Insecta	1	Lepidoptera	0.991796	Nymphalidae	0.633842	Nymphalinae	0.495155	Melitaea	0.407234
AMTPC240-15	Insecta	1	Lepidoptera	0.999931	Erebidae	0.998222	Hypeninae	0.970858	Hypena	0.970554
AMTPC241-15	Insecta	1	Lepidoptera	0.982048	Erebidae	0.278665	Herminiinae	0.099544	Pechipogo	0.038441
AMTPC245-15	Insecta	1	Lepidoptera	0.998655	Nymphalidae	0.979981	Satyrinae	0.941598	Erebia	0.787594
AMTPC249-15	Insecta	1	Lepidoptera	0.999935	Geometridae	0.998774	Larentiinae	0.991865	Triphosa	0.98127
AMTPC254-15	Insecta	1	Lepidoptera	0.993837	Geometridae	0.641535	Ennominae	0.449659	Charissa	0.108329
AMTPC260-15	Insecta	1	Lepidoptera	0.999922	Geometridae	0.998332	Larentiinae	0.990437	Triphosa	0.977763
AMTPC262-15	Insecta	1	Lepidoptera	0.998817	Lycaenidae	0.955693	Polyommatinae	0.882448	Agriades	0.257825
AMTPC263-15	Insecta	1	Lepidoptera	0.98349	Nymphalidae	0.669034	Satyrinae	0.518716	Erebia	0.138479
AMTPC264-15	Insecta	1	Lepidoptera	0.998655	Nymphalidae	0.979981	Satyrinae	0.941598	Erebia	0.787594
AMTPC265-15	Insecta	1	Lepidoptera	0.988154	Nymphalidae	0.823166	Satyrinae	0.711769	Erebia	0.237234
AMTPC267-15	Insecta	1	Lepidoptera	0.999897	Noctuidae	0.99613	Noctuinae	0.933444	Lacanobia	0.638744
AMTPC268-15	Insecta	1	Lepidoptera	0.999881	Noctuidae	0.993163	Noctuinae	0.933144	Apamea	0.659169
AMTPC269-15	Insecta	1	Lepidoptera	0.999897	Noctuidae	0.99613	Noctuinae	0.933444	Lacanobia	0.638744
AMTPC272-15	Insecta	1	Lepidoptera	0.999847	Noctuidae	0.990238	Noctuinae	0.86985	Hecatera	0.493962
AMTPC273-15	Insecta	1	Lepidoptera	0.99994	Noctuidae	0.996332	Cuculliinae	0.944985	Cucullia	0.944886
AMTPC274-15	Insecta	1	Lepidoptera	0.988566	Crambidae	0.475481	Odontiinae	0.228106	Metaxmeste	0.223742
AMTPC275-15	Insecta	1	Lepidoptera	0.999165	Noctuidae	0.953878	Noctuinae	0.627168	Anarta	0.147485
AMTPC287-15	Insecta	1	Lepidoptera	0.999694	Hepialidae	0.998855	dummy_Hepialidae	0.986208	Korscheltellus	0.982854
AMTPC288-15	Insecta	1	Lepidoptera	0.997398	Lasiocampidae	0.928301	Malacosomatinae	0.911292	Malacosoma	0.909283
AMTPC289-15	Insecta	1	Lepidoptera	0.999906	Hepialidae	0.999695	dummy_Hepialidae	0.995671	Hepialus	0.993907
AMTPC291-15	Insecta	1	Lepidoptera	0.999944	Sphingidae	0.999258	Macroglossinae	0.997524	Hemaris	0.996831
AMTPC293-15	Insecta	1	Lepidoptera	0.999969	Gracillariidae	0.999864	Lithocolletinae	0.999235	Phyllonorycter	0.999074
AMTPC294-15	Insecta	1	Lepidoptera	0.999856	Tortricidae	0.997547	Tortricinae	0.992932	Eana	0.966357
AMTPC295-15	Insecta	1	Lepidoptera	0.999894	Depressariidae	0.995776	Depressariinae	0.992497	Agonopterix	0.982017
AMTPC297-15	Insecta	1	Lepidoptera	0.999874	Gelechiidae	0.998744	Gelechiinae	0.995233	Scrobipalpa	0.990388
AMTPC298-15	Insecta	1	Lepidoptera	0.999904	Depressariidae	0.996752	Depressariinae	0.993892	Agonopterix	0.985288
AMTPC304-15	Insecta	1	Lepidoptera	0.994658	Nymphalidae	0.907087	Satyrinae	0.819103	Erebia	0.449023
AMTPC305-15	Insecta	1	Lepidoptera	0.994658	Nymphalidae	0.907087	Satyrinae	0.819103	Erebia	0.449023
AMTPC316-15	Insecta	1	Lepidoptera	0.999957	Geometridae	0.999617	Larentiinae	0.997198	Trichopteryx	0.994095
AMTPC325-15	Insecta	1	Lepidoptera	0.999919	Geometridae	0.998924	Larentiinae	0.992776	Perizoma	0.977535
AMTPC343-15	Insecta	1	Lepidoptera	0.999893	Geometridae	0.99761	Larentiinae	0.986014	Triphosa	0.966009
AMTPC346-15	Insecta	1	Lepidoptera	0.999916	Notodontidae	0.997601	Pygaerinae	0.993682	Clostera	0.993524
AMTPC347-15	Insecta	1	Lepidoptera	0.999721	Crambidae	0.989262	Odontiinae	0.945842	Metaxmeste	0.945556
AMTPC354-15	Insecta	1	Lepidoptera	0.986021	Noctuidae	0.458221	Noctuinae	0.12397	Bryophila	0.089714
AMTPC355-15	Insecta	1	Lepidoptera	0.990388	Geometridae	0.663986	Larentiinae	0.514483	Triphosa	0.207866
AMTPC364-15	Insecta	1	Lepidoptera	0.999956	Geometridae	0.999257	Larentiinae	0.994504	Perizoma	0.985085
AMTPC365-15	Insecta	1	Lepidoptera	0.998403	Nymphalidae	0.968898	Satyrinae	0.924808	Erebia	0.68027
AMTPC370-15	Insecta	1	Lepidoptera	0.999866	Noctuidae	0.993061	Noctuinae	0.923541	Photedes	0.467891
AMTPC371-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999038	Larentiinae	0.993289	Perizoma	0.977998
AMTPC374-15	Insecta	1	Lepidoptera	0.989188	Geometridae	0.613148	Larentiinae	0.41839	Colostygia	0.113267
AMTPC375-15	Insecta	1	Lepidoptera	0.98349	Nymphalidae	0.669034	Satyrinae	0.518716	Erebia	0.138479
AMTPC377-15	Insecta	1	Lepidoptera	0.999735	Erebidae	0.99209	Boletobiinae	0.947031	Phytometra	0.944016
AMTPC380-15	Insecta	1	Lepidoptera	0.98349	Nymphalidae	0.669034	Satyrinae	0.518716	Erebia	0.138479
AMTPC588-15	Insecta	1	Lepidoptera	0.999697	Elachistidae	0.989686	Elachistinae	0.989175	Elachista	0.988148
AMTPC637-15	Insecta	1	Lepidoptera	0.999896	Tortricidae	0.998508	Tortricinae	0.989026	Syndemis	0.950731
AMTPC654-15	Insecta	1	Lepidoptera	0.999965	Gelechiidae	0.99936	Gelechiinae	0.995029	Scrobipalpula	0.981872
AMTPD023-15	Insecta	1	Diptera	0.731265	Chironomidae	0.184404	Orthocladiinae	0.084565	unk	0.02217
AMTPD090-15	Insecta	1	Diptera	0.512039	unk	0.233032	unk	0.233032	unk	0.233032
AMTPD1168-15	Insecta	1	Diptera	0.999898	Tipulidae	0.999611	Tipulinae	0.996	Tipula	0.99557
AMTPD1253-15	Insecta	1	Diptera	0.999641	Tipulidae	0.998929	Tipulinae	0.993909	Tipula	0.993201
AMTPD126-15	Insecta	1	Diptera	0.767193	Chironomidae	0.22556	Orthocladiinae	0.108115	unk	0.027552
AMTPD1527-15	Insecta	1	Diptera	0.999998	Lonchaeidae	0.999968	Lonchaeinae	0.999922	Priscoearomyia	0.999434
AMTPD1528-15	Insecta	1	Diptera	0.999999	Lonchaeidae	0.999986	Lonchaeinae	0.999947	Priscoearomyia	0.999672
AMTPD2148-15	Insecta	1	Diptera	0.999745	Simuliidae	0.99912	Simuliinae	0.999039	Simulium	0.99785
AMTPD2446-15	Insecta	1	Diptera	0.983629	Heleomyzidae	0.645049	Heleomyzinae	0.507768	Heleomyza	0.2115
AMTPD287-15	Insecta	1	Diptera	0.800053	Chironomidae	0.21803	Orthocladiinae	0.12634	unk	0.024883
AMTPD3025-15	Insecta	1	Diptera	0.999989	Tephritidae	0.999849	Trypetinae	0.997702	Euleia	0.995494
AMTPD3082-15	Insecta	1	Diptera	0.999694	Tephritidae	0.998619	Tephritinae	0.997324	Campiglossa	0.992816
AMTPD3267-15	Insecta	1	Diptera	0.999992	Pipunculidae	0.999948	Pipunculinae	0.999249	Cephalosphaera	0.992866
AMTPD333-15	Insecta	1	Diptera	0.81588	Chironomidae	0.228651	Orthocladiinae	0.137692	unk	0.024863
AMTPD356-15	Insecta	0.999999	Diptera	0.51677	unk	0.220723	unk	0.220723	unk	0.220723
AMTPD375-15	Insecta	1	Diptera	0.949587	Chironomidae	0.597928	Orthocladiinae	0.492012	Limnophyes	0.266084
AMTPD3770-15	Insecta	1	Diptera	0.999914	Bibionidae	0.999772	Bibioninae	0.99972	Bibio	0.999546
AMTPD3844-15	Insecta	1	Diptera	0.746324	Limoniidae	0.079397	Limoniinae	0.049906	Dicranomyia	0.02015
AMTPD3995-15	Insecta	1	Diptera	0.999854	Limoniidae	0.999046	Limnophilinae	0.996592	Euphylidorea	0.916988
AMTPD428-15	Insecta	1	Diptera	0.778621	Chironomidae	0.17932	Orthocladiinae	0.102245	unk	0.021623
AMTPD438-15	Insecta	1	Diptera	0.967857	Chironomidae	0.744705	Diamesinae	0.509895	Diamesa	0.36143
AMTPD440-15	Insecta	1	Diptera	0.458401	unk	0.070305	unk	0.070305	unk	0.070305
AMTPD4469-16	Insecta	1	Diptera	0.999823	Syrphidae	0.998564	Syrphinae	0.995325	Melanostoma	0.989103
AMTPD4497-16	Insecta	1	Diptera	0.992065	Syrphidae	0.919069	Eristalinae	0.87036	Cheilosia	0.635529
AMTPD4502-16	Insecta	1	Diptera	0.999802	Syrphidae	0.998382	Syrphinae	0.995025	Melanostoma	0.98846
AMTPD4518-16	Insecta	1	Diptera	0.999883	Syrphidae	0.999266	Eristalinae	0.995474	Cheilosia	0.991176
AMTPD4547-16	Insecta	1	Diptera	0.999589	Syrphidae	0.995731	Eristalinae	0.988364	Pelecocera	0.981201
AMTPD4568-16	Insecta	1	Diptera	0.999804	Syrphidae	0.998439	Syrphinae	0.995001	Melanostoma	0.988203
AMTPD4575-16	Insecta	1	Diptera	0.993776	Syrphidae	0.901284	Eristalinae	0.821796	Cheilosia	0.628498
AMTPD4597-16	Insecta	1	Diptera	0.999804	Syrphidae	0.998439	Syrphinae	0.995001	Melanostoma	0.988203
AMTPD4599-16	Insecta	1	Diptera	0.999768	Syrphidae	0.999004	Eristalinae	0.997011	Eristalis	0.991483
AMTPD4614-16	Insecta	1	Diptera	0.999828	Syrphidae	0.999233	Syrphinae	0.995961	Eupeodes	0.953311
AMTPD473-15	Insecta	1	Diptera	0.829438	Chironomidae	0.277566	Orthocladiinae	0.14568	unk	0.028705
AMTPD474-15	Insecta	1	Diptera	0.835184	Chironomidae	0.278637	Orthocladiinae	0.146613	unk	0.025965
AMTPD475-15	Insecta	1	Diptera	0.614104	unk	0.157419	unk	0.157419	unk	0.157419
AMTPD503-15	Insecta	1	Diptera	0.518695	Hybotidae	0.033118	Oedaleinae	0.012666	unk	0.010528
AMTPD506-15	Insecta	1	Diptera	0.578755	Hybotidae	0.052709	Oedaleinae	0.022019	unk	0.012735
AMTPD511-15	Insecta	1	Diptera	0.489752	unk	0.103031	unk	0.103031	unk	0.103031
AMTPD518-15	Insecta	1	Diptera	0.690462	Empididae	0.089452	Empidinae	0.077342	unk	0.034597
AMTPD528-15	Insecta	1	Diptera	0.62625	Bolitophilidae	0.064291	dummy_Bolitophilidae	0.063073	Bolitophila	0.037454
AMTPD529-15	Insecta	1	Diptera	0.569869	Bolitophilidae	0.055363	dummy_Bolitophilidae	0.054315	Bolitophila	0.032282
AMTPD530-15	Insecta	1	Diptera	0.602727	Bolitophilidae	0.060925	dummy_Bolitophilidae	0.05977	Bolitophila	0.035346
AMTPD532-15	Insecta	1	Diptera	0.519773	Tachinidae	0.042563	Tachininae	0.017458	Bolitophila	0.022659
AMTPD540-15	Insecta	1	Diptera	0.999934	Keroplatidae	0.999891	Keroplatinae	0.999758	Orfelia	0.999477
AMTPD541-15	Insecta	1	Diptera	0.99997	Keroplatidae	0.999954	Keroplatinae	0.999878	Orfelia	0.999764
AMTPD542-15	Insecta	1	Diptera	0.99997	Keroplatidae	0.999954	Keroplatinae	0.999878	Orfelia	0.999764
AMTPD543-15	Insecta	1	Diptera	0.99997	Keroplatidae	0.999954	Keroplatinae	0.999878	Orfelia	0.999764
AMTPD545-15	Insecta	1	Diptera	0.999935	Keroplatidae	0.999893	Keroplatinae	0.99976	Orfelia	0.999483
AMTPD553-15	Insecta	1	Diptera	0.99997	Keroplatidae	0.999954	Keroplatinae	0.999881	Orfelia	0.999767
AMTPD560-15	Insecta	1	Diptera	0.999971	Keroplatidae	0.999956	Keroplatinae	0.999882	Orfelia	0.999767
