ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus
AMTPC119-15	Insecta	1.00	Lepidoptera	0.95	Geometridae	0.73	Ennominae	0.71	Yezognophos	0.56
AMTPC125-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Aglais	1.00
AMTPC105-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Hydriomena	1.00
AMTPC107-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	0.99	Larentiinae	0.98	Colostygia	0.93
AMTPC130-15	Insecta	1.00	Lepidoptera	1.00	Hesperiidae	1.00	Pyrginae	1.00	Pyrgus	1.00
AMTPC121-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	0.79	Ennominae	0.75	Psodos	0.35
AMTPC142-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC131-15	Insecta	1.00	Lepidoptera	1.00	Hesperiidae	1.00	Hesperiinae	1.00	Ochlodes	1.00
AMTPC143-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC144-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC148-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC156-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Plusiinae	0.87	Euchalcia	0.61
AMTPC158-15	Insecta	1.00	Lepidoptera	0.97	Geometridae	0.85	Larentiinae	0.83	Colostygia	0.44
AMTPC159-15	Insecta	1.00	Lepidoptera	0.95	Geometridae	0.72	Larentiinae	0.68	Colostygia	0.28
AMTPC162-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Anarta	1.00
AMTPC145-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC147-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Chloroclysta	1.00
AMTPC163-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00
AMTPC155-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00
AMTPC165-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Odontiinae	1.00	Metaxmeste	1.00
AMTPC166-15	Insecta	1.00	Lepidoptera	0.98	Geometridae	0.78	Larentiinae	0.69	Colostygia	0.22
AMTPC176-15	Insecta	0.99	Lepidoptera	0.72	Psychidae	0.20	Oiketicinae	0.19	Phalacropterix	0.17
AMTPC172-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00
AMTPC173-15	Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.85	Noctuinae	0.74	Mythimna	0.17
AMTPC178-15	Insecta	1.00	Lepidoptera	0.77	Psychidae	0.29	Psychinae	0.29	Proutia	0.23
AMTPC177-15	Insecta	1.00	Lepidoptera	0.69	Psychidae	0.24	Psychinae	0.22	Proutia	0.21
AMTPC185-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00
AMTPC189-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Papestra	1.00
AMTPC188-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00
AMTPC179-15	Insecta	1.00	Lepidoptera	0.95	Geometridae	0.76	Larentiinae	0.68	Colostygia	0.25
AMTPC192-15	Insecta	1.00	Lepidoptera	0.97	Nymphalidae	0.77	Satyrinae	0.77	Erebia	0.64
AMTPC190-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyrausta	1.00
AMTPC186-15	Insecta	1.00	Lepidoptera	0.96	Crambidae	0.44	Pyraustinae	0.40	Anania	0.25
AMTPC197-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	0.98	Hadena	0.83
AMTPC193-15	Insecta	1.00	Lepidoptera	0.93	Nymphalidae	0.55	Satyrinae	0.55	Coenonympha	0.44
AMTPC198-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Anarta	0.70
AMTPC206-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00
AMTPC199-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apamea	0.98
AMTPC205-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00
AMTPC214-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.90	Satyrinae	0.89	Erebia	0.71
AMTPC216-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Noctuinae	0.99	Xestia	0.64
AMTPC215-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00
AMTPC217-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.97	Noctuinae	0.93	Diarsia	0.20
AMTPC218-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	0.99	Anarta	0.67
AMTPC207-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00
AMTPC212-15	Insecta	1.00	Lepidoptera	0.98	Geometridae	0.81	Ennominae	0.79	Psodos	0.42
AMTPC220-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.99	Polyommatinae	0.99	Agriades	0.42
AMTPC221-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.97	Polyommatinae	0.97	Agriades	0.43
AMTPC223-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.98	Polyommatinae	0.98	Agriades	0.45
AMTPC224-15	Insecta	1.00	Lepidoptera	1.00	Cossidae	1.00	Cossinae	1.00	Cossus	1.00
AMTPC219-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.97	Noctuinae	0.94	Diarsia	0.22
AMTPC228-15	Insecta	1.00	Lepidoptera	0.93	Nymphalidae	0.75	Satyrinae	0.75	Erebia	0.44
AMTPC229-15	Insecta	1.00	Lepidoptera	0.99	Nymphalidae	0.66	Satyrinae	0.65	Erebia	0.39
AMTPC237-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypeninae	1.00	Hypena	1.00
AMTPC235-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00
AMTPC239-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.58	Nymphalinae	0.55	Melitaea	0.53
AMTPC238-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.51	Nymphalinae	0.45	Melitaea	0.43
AMTPC225-15	Insecta	1.00	Lepidoptera	1.00	Sesiidae	1.00	Sesiinae	1.00	Synanthedon	1.00
AMTPC227-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.71	Satyrinae	0.68	Erebia	0.44
AMTPC240-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypeninae	1.00	Hypena	1.00
AMTPC245-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Erebia	0.93
AMTPC249-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00
AMTPC241-15	Insecta	1.00	Lepidoptera	0.97	Noctuidae	0.47	Noctuinae	0.24	Pechipogo	0.07
AMTPC254-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	0.82	Ennominae	0.75	Psodos	0.44
AMTPC263-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.73	Satyrinae	0.70	Erebia	0.56
AMTPC264-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.95	Satyrinae	0.94	Erebia	0.91
AMTPC262-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.99	Polyommatinae	0.99	Agriades	0.37
AMTPC268-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apamea	1.00
AMTPC267-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Lacanobia	1.00
AMTPC269-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Lacanobia	1.00
AMTPC272-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hecatera	1.00
AMTPC265-15	Insecta	1.00	Lepidoptera	0.96	Nymphalidae	0.90	Satyrinae	0.89	Erebia	0.54
AMTPC260-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00
AMTPC273-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Cuculliinae	1.00	Cucullia	1.00
AMTPC289-15	Insecta	1.00	Lepidoptera	1.00	Hepialidae	1.00	dummy_Hepialidae	1.00	Hepialus	1.00
AMTPC275-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	0.98	Anarta	0.60
AMTPC287-15	Insecta	1.00	Lepidoptera	1.00	Hepialidae	1.00	dummy_Hepialidae	1.00	Korscheltellus	1.00
AMTPC288-15	Insecta	1.00	Lepidoptera	0.99	Lasiocampidae	0.88	Malacosomatinae	0.88	Malacosoma	0.88
AMTPC291-15	Insecta	1.00	Lepidoptera	1.00	Sphingidae	1.00	Macroglossinae	1.00	Hemaris	1.00
AMTPC294-15	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Eana	1.00
AMTPC295-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00
AMTPC293-15	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Lithocolletinae	1.00	Phyllonorycter	1.00
AMTPC304-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.84	Satyrinae	0.83	Erebia	0.73
AMTPC298-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00
AMTPC274-15	Insecta	1.00	Lepidoptera	0.99	Crambidae	0.34	Noctuinae	0.17	Metaxmeste	0.16
AMTPC305-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.89	Satyrinae	0.88	Erebia	0.70
AMTPC316-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Trichopteryx	1.00
AMTPC297-15	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Scrobipalpa	1.00
AMTPC325-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC346-15	Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Pygaerinae	1.00	Clostera	1.00
AMTPC347-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Odontiinae	1.00	Metaxmeste	1.00
AMTPC355-15	Insecta	1.00	Lepidoptera	0.93	Geometridae	0.45	Larentiinae	0.34	Triphosa	0.24
AMTPC343-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00
AMTPC364-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC370-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Photedes	1.00
AMTPC365-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Erebia	0.86
AMTPC371-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00
AMTPC374-15	Insecta	1.00	Lepidoptera	0.99	Geometridae	0.53	Larentiinae	0.51	Colostygia	0.28
AMTPC375-15	Insecta	1.00	Lepidoptera	0.94	Nymphalidae	0.61	Satyrinae	0.61	Erebia	0.49
AMTPC380-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.77	Satyrinae	0.77	Erebia	0.55
AMTPC588-15	Insecta	1.00	Lepidoptera	1.00	Elachistidae	0.99	Elachistinae	0.99	Elachista	0.99
AMTPC354-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.82	Noctuinae	0.82	Agrotis	0.17
AMTPC637-15	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Syndemis	1.00
AMTPD023-15	Insecta	1.00	Diptera	0.75	Chironomidae	0.33	Orthocladiinae	0.25	Cricotopus	0.06
AMTPC654-15	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Scrobipalpula	1.00
AMTPD090-15	Insecta	1.00	Diptera	0.80	Chironomidae	0.46	Orthocladiinae	0.31	Chaetocladius	0.07
AMTPD1253-15	Insecta	1.00	Diptera	1.00	Tipulidae	1.00	Tipulinae	1.00	Tipula	1.00
AMTPD1168-15	Insecta	1.00	Diptera	1.00	Tipulidae	1.00	Tipulinae	1.00	Tipula	1.00
AMTPD126-15	Insecta	1.00	Diptera	0.82	Chironomidae	0.34	Orthocladiinae	0.25	Limnophyes	0.05
AMTPC377-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00
AMTPD1527-15	Insecta	1.00	Diptera	1.00	Lonchaeidae	1.00	Lonchaeinae	1.00	Priscoearomyia	1.00
AMTPD1528-15	Insecta	1.00	Diptera	1.00	Lonchaeidae	1.00	Lonchaeinae	1.00	Priscoearomyia	1.00
AMTPD2148-15	Insecta	1.00	Diptera	1.00	Simuliidae	1.00	Simuliinae	1.00	Simulium	1.00
AMTPD287-15	Insecta	1.00	Diptera	0.78	Chironomidae	0.40	Orthocladiinae	0.33	Limnophyes	0.24
AMTPD3025-15	Insecta	1.00	Diptera	1.00	Tephritidae	1.00	Trypetinae	1.00	Euleia	1.00
AMTPD3082-15	Insecta	1.00	Diptera	1.00	Tephritidae	1.00	Tephritinae	1.00	Campiglossa	1.00
AMTPD3267-15	Insecta	1.00	Diptera	1.00	Pipunculidae	1.00	Pipunculinae	1.00	Cephalosphaera	1.00
AMTPD3770-15	Insecta	1.00	Diptera	1.00	Bibionidae	1.00	Bibioninae	1.00	Bibio	1.00
AMTPD356-15	Insecta	1.00	Diptera	0.72	Chironomidae	0.40	Orthocladiinae	0.22	Metriocnemus	0.04
AMTPD375-15	Insecta	1.00	Diptera	0.88	Chironomidae	0.37	Orthocladiinae	0.30	Limnophyes	0.14
AMTPD333-15	Insecta	1.00	Diptera	0.81	Chironomidae	0.47	Orthocladiinae	0.35	Limnophyes	0.20
AMTPD3844-15	Insecta	1.00	Diptera	0.91	Limoniidae	0.17	Limoniinae	0.10	Dicranomyia	0.08
AMTPD428-15	Insecta	1.00	Diptera	0.88	Chironomidae	0.51	Orthocladiinae	0.42	Limnophyes	0.21
AMTPD3995-15	Insecta	1.00	Diptera	1.00	Limoniidae	1.00	Limnophilinae	1.00	Euphylidorea	0.62
AMTPD438-15	Insecta	1.00	Diptera	0.98	Chironomidae	0.62	Diamesinae	0.38	Diamesa	0.37
AMTPD2446-15	Insecta	1.00	Diptera	0.99	Heleomyzidae	0.68	Heleomyzinae	0.68	Heleomyza	0.44
AMTPD440-15	Insecta	0.98	Diptera	0.65	Chironomidae	0.31	Orthocladiinae	0.23	Orthocladius	0.09
AMTPD4469-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Melanostoma	1.00
AMTPD4502-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Melanostoma	1.00
AMTPD4518-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Cheilosia	1.00
AMTPD4547-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Pelecocera	1.00
AMTPD4568-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Melanostoma	1.00
AMTPD4597-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Melanostoma	1.00
AMTPD4599-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Eristalis	1.00
AMTPD4575-16	Insecta	1.00	Diptera	0.99	Syrphidae	0.97	Eristalinae	0.97	Cheilosia	0.97
AMTPD4614-16	Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Eupeodes	1.00
AMTPD475-15	Insecta	1.00	Diptera	0.81	Chironomidae	0.44	Orthocladiinae	0.37	Cricotopus	0.13
AMTPD4497-16	Insecta	1.00	Diptera	0.94	Syrphidae	0.84	Eristalinae	0.83	Cheilosia	0.69
AMTPD473-15	Insecta	0.97	Diptera	0.72	Chironomidae	0.34	Orthocladiinae	0.25	Limnophyes	0.07
AMTPD474-15	Insecta	1.00	Diptera	0.80	Chironomidae	0.31	Orthocladiinae	0.27	Limnophyes	0.08
AMTPD503-15	Insecta	1.00	Diptera	0.94	Chironomidae	0.13	Anthomyiinae	0.08	Teuchophorus	0.05
AMTPD506-15	Insecta	1.00	Diptera	0.95	Chironomidae	0.14	Orthocladiinae	0.11	Cricotopus	0.07
AMTPD528-15	Insecta	1.00	Diptera	0.89	Tachinidae	0.30	Exoristinae	0.18	Carcelia	0.06
AMTPD530-15	Insecta	1.00	Diptera	0.87	Tachinidae	0.33	Exoristinae	0.20	Carcelia	0.09
AMTPD532-15	Insecta	1.00	Diptera	0.78	Tachinidae	0.18	Exoristinae	0.10	Nostima	0.07
AMTPD511-15	Insecta	0.98	Diptera	0.84	Chironomidae	0.26	Empidinae	0.15	Rhamphomyia	0.09
AMTPD529-15	Insecta	1.00	Diptera	0.87	Tachinidae	0.20	Exoristinae	0.11	Allophorocera	0.05
AMTPD540-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD518-15	Insecta	1.00	Diptera	0.70	Dolichopodidae	0.11	Dolichopodinae	0.11	Dolichopus	0.10
AMTPD542-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD541-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD543-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD545-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD553-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Orfelia	1.00
AMTPD561-15	Insecta	0.99	Diptera	0.64	Syrphidae	0.09	Larentiinae	0.08	Eupithecia	0.08
AMTPD659-15	Insecta	1.00	Diptera	0.84	Muscidae	0.14	Empidinae	0.07	Fannia	0.07
AMTPD667-15	Insecta	1.00	Diptera	1.00	Keroplatidae	1.00	Keroplatinae	1.00	Monocentrota	1.00
